page,url,status,reason
native-nations.html,https://dp.la/primary-source-sets/the-wounded-knee-massacre,403,Forbidden
native-nations.html,https://web.library.yale.edu/collection/new-england-indian-papers-series,403,Forbidden
native-nations.html,https://www.elararchive.org/,403,Forbidden
nebraska.html,https://dp.la/search?q=Nebraska,403,Forbidden
nebraska.html,https://nebraska.access.preservica.com/,403,Forbidden
nebraska.html,https://www.loc.gov/classroom-materials/dust-bowl-migration/,429,Too Many Requests
nebraska.html,https://www.loc.gov/collections/chronicling-america/titles/?searchType=advanced&st=table&sb=title_s_asc&location_state=nebraska,429,Too Many Requests
nebraska.html,https://www.willacather.org/,403,Forbidden
nevada.html,https://dp.la/search?q=Nevada,403,Forbidden
nevada.html,https://knowledgecenter.unr.edu/sheepherders/sheepherding.html,N/A,Connection failed
nevada.html,https://www.loc.gov/collections/chronicling-america/titles/?searchType=advanced&st=table&sb=title_s_asc&location_state=nevada,429,Too Many Requests
new-england.html,https://dp.la/primary-source-sets/the-lowell-system-and-the-market-revolution,403,Forbidden
new-england.html,https://library.nehgs.org/,502,Bad Gateway
new-england.html,https://www.historicnewengland.org/explore/collections-access/,403,Forbidden
new-england.html,https://www.mainememory.net/,403,Forbidden
new-england.html,https://www.whalingmuseum.org/research/digital/,403,Forbidden
new-hampshire.html,https://dp.la/search?q=New%20Hampshire,403,Forbidden
